,Victim Sex,Perpetrator Sex,Victim Age,Perpetrator Age,Victim Count,Perpetrator Count,City,State,Year,Month,Incident,Relationship,Weapon,Crime Type,Crime Solved
21541,Female,Male,22,30,0,0,Harris,Texas,1980,May,9,Wife,Rifle,Murder or Manslaughter,Yes
21542,Male,Male,41,35,0,0,Harris,Texas,1980,May,10,Acquaintance,Handgun,Murder or Manslaughter,Yes
21543,Male,Unknown,24,0,0,0,Harris,Texas,1980,May,11,Unknown,Knife,Murder or Manslaughter,No
21544,Male,Unknown,43,0,0,0,Harris,Texas,1980,May,12,Unknown,Handgun,Murder or Manslaughter,No
21545,Male,Male,37,16,0,0,Harris,Texas,1980,May,13,Acquaintance,Shotgun,Murder or Manslaughter,Yes
21546,Male,Male,28,25,0,0,Harris,Texas,1980,May,14,Acquaintance,Handgun,Murder or Manslaughter,Yes
21547,Male,Female,21,23,0,0,Harris,Texas,1980,May,15,Common-Law Husband,Handgun,Murder or Manslaughter,Yes
21548,Male,Male,26,0,0,0,Harris,Texas,1980,May,16,Stranger,Handgun,Murder or Manslaughter,Yes
21549,Male,Female,50,55,0,0,Harris,Texas,1980,May,17,Boyfriend,Handgun,Murder or Manslaughter,Yes
21550,Male,Unknown,26,0,0,0,Harris,Texas,1980,May,18,Unknown,Shotgun,Murder or Manslaughter,No
21551,Male,Female,41,32,0,0,Harris,Texas,1980,May,19,Acquaintance,Knife,Murder or Manslaughter,Yes
21552,Male,Male,17,44,0,0,Harris,Texas,1980,May,20,Acquaintance,Handgun,Murder or Manslaughter,Yes
21553,Male,Male,23,23,0,0,Harris,Texas,1980,May,21,Acquaintance,Handgun,Murder or Manslaughter,Yes
21554,Male,Female,33,33,0,0,Harris,Texas,1980,May,22,Husband,Handgun,Murder or Manslaughter,Yes
21555,Male,Male,19,41,0,0,Harris,Texas,1980,May,23,Neighbor,Shotgun,Murder or Manslaughter,Yes
21556,Male,Female,43,46,0,0,Harris,Texas,1980,May,24,Husband,Handgun,Murder or Manslaughter,Yes
21557,Male,Male,40,0,0,0,Harris,Texas,1980,May,25,Stranger,Handgun,Murder or Manslaughter,Yes
21558,Male,Male,26,19,0,0,Harris,Texas,1980,May,26,Stranger,Handgun,Murder or Manslaughter,Yes
21559,Female,Male,25,0,0,0,Harris,Texas,1980,May,27,Stranger,Handgun,Murder or Manslaughter,Yes
21560,Female,Unknown,19,0,0,0,Harris,Texas,1980,May,28,Unknown,Strangulation,Murder or Manslaughter,No
21561,Male,Male,38,21,0,1,Harris,Texas,1980,May,29,Acquaintance,Handgun,Murder or Manslaughter,Yes
21562,Male,Male,31,35,0,0,Harris,Texas,1980,May,30,Acquaintance,Handgun,Murder or Manslaughter,Yes
21563,Male,Male,27,40,0,0,Harris,Texas,1980,May,31,Stranger,Handgun,Murder or Manslaughter,Yes
21564,Female,Male,52,18,0,0,Harris,Texas,1980,May,32,Unknown,Handgun,Murder or Manslaughter,Yes
21565,Male,Male,44,30,0,0,Harris,Texas,1980,May,33,Acquaintance,Handgun,Murder or Manslaughter,Yes
21566,Male,Male,18,0,0,0,Harris,Texas,1980,May,34,Acquaintance,Handgun,Murder or Manslaughter,Yes
21567,Male,Male,34,22,0,0,Harris,Texas,1980,May,35,Stranger,Handgun,Murder or Manslaughter,Yes
21568,Male,Male,20,55,0,0,Harris,Texas,1980,May,36,Acquaintance,Handgun,Murder or Manslaughter,Yes
21569,Male,Unknown,22,0,0,0,Harris,Texas,1980,May,37,Unknown,Knife,Murder or Manslaughter,No
21570,Male,Male,21,29,0,1,Harris,Texas,1980,May,38,Stranger,Handgun,Murder or Manslaughter,Yes
21571,Male,Male,31,31,0,0,Harris,Texas,1980,May,39,Acquaintance,Handgun,Murder or Manslaughter,Yes
21572,Female,Male,55,56,0,0,Harris,Texas,1980,May,40,Wife,Handgun,Murder or Manslaughter,Yes
21573,Female,Female,25,28,0,0,Harris,Texas,1980,May,41,Acquaintance,Knife,Murder or Manslaughter,Yes
21574,Male,Male,56,17,0,1,Harris,Texas,1980,May,42,Stranger,Handgun,Murder or Manslaughter,Yes
21575,Male,Male,19,19,0,0,Harris,Texas,1980,May,43,Acquaintance,Handgun,Murder or Manslaughter,Yes
21576,Male,Unknown,21,0,0,0,Harris,Texas,1980,May,44,Unknown,Knife,Murder or Manslaughter,No
21577,Male,Male,36,34,0,0,Harris,Texas,1980,May,45,Stranger,Handgun,Murder or Manslaughter,Yes
21578,Male,Male,17,18,0,0,Harris,Texas,1980,May,46,Acquaintance,Handgun,Murder or Manslaughter,Yes
21579,Male,Male,30,0,0,0,Harris,Texas,1980,May,47,Family,Handgun,Murder or Manslaughter,Yes
21580,Male,Unknown,20,0,0,0,Harris,Texas,1980,May,48,Unknown,Handgun,Murder or Manslaughter,No
21581,Male,Male,26,38,0,0,Harris,Texas,1980,May,49,Stranger,Handgun,Murder or Manslaughter,Yes
21582,Male,Unknown,20,0,0,0,Harris,Texas,1980,May,50,Unknown,Handgun,Murder or Manslaughter,No
21583,Male,Male,33,30,0,0,Harris,Texas,1980,May,51,Stranger,Shotgun,Murder or Manslaughter,Yes
21584,Male,Male,12,10,0,0,Harris,Texas,1980,May,52,Stranger,Handgun,Manslaughter by Negligence,Yes
21585,Male,Male,30,23,0,0,Harris,Texas,1980,May,53,Acquaintance,Handgun,Manslaughter by Negligence,Yes
21586,Male,Male,19,20,0,0,Harris,Texas,1980,June,1,Acquaintance,Rifle,Murder or Manslaughter,Yes
21587,Male,Male,55,18,0,0,Harris,Texas,1980,June,2,Stranger,Knife,Murder or Manslaughter,Yes
21588,Male,Male,30,22,0,0,Harris,Texas,1980,June,3,Stranger,Rifle,Murder or Manslaughter,Yes
21589,Male,Female,47,54,0,0,Harris,Texas,1980,June,4,Husband,Knife,Murder or Manslaughter,Yes
21590,Male,Unknown,31,0,0,0,Harris,Texas,1980,June,5,Unknown,Handgun,Murder or Manslaughter,No
21591,Female,Male,28,19,0,0,Harris,Texas,1980,June,6,Stranger,Strangulation,Murder or Manslaughter,Yes
21592,Male,Unknown,99,0,0,0,Harris,Texas,1980,June,7,Unknown,Knife,Murder or Manslaughter,No
21593,Male,Male,71,0,0,0,Harris,Texas,1980,June,8,Stranger,Handgun,Murder or Manslaughter,Yes
21594,Male,Unknown,60,0,0,0,Harris,Texas,1980,June,9,Unknown,Knife,Murder or Manslaughter,No
21595,Male,Unknown,60,0,0,0,Harris,Texas,1980,June,10,Unknown,Handgun,Murder or Manslaughter,No
21596,Male,Male,36,41,0,0,Harris,Texas,1980,June,11,Acquaintance,Handgun,Murder or Manslaughter,Yes
21597,Male,Male,34,36,0,0,Harris,Texas,1980,June,12,Acquaintance,Handgun,Murder or Manslaughter,Yes
21598,Male,Male,48,36,0,0,Harris,Texas,1980,June,13,Unknown,Handgun,Murder or Manslaughter,Yes
21599,Male,Female,23,47,0,0,Harris,Texas,1980,June,14,Acquaintance,Handgun,Murder or Manslaughter,Yes
21600,Male,Male,53,59,0,0,Harris,Texas,1980,June,15,Common-Law Husband,Knife,Murder or Manslaughter,Yes
21601,Male,Male,43,24,0,0,Harris,Texas,1980,June,16,Acquaintance,Handgun,Murder or Manslaughter,Yes
21602,Female,Male,21,24,0,0,Harris,Texas,1980,June,17,Girlfriend,Handgun,Murder or Manslaughter,Yes
21603,Female,Male,31,37,0,0,Harris,Texas,1980,June,18,Wife,Blunt Object,Murder or Manslaughter,Yes
21604,Male,Female,35,33,0,0,Harris,Texas,1980,June,19,Husband,Handgun,Murder or Manslaughter,Yes
21605,Male,Male,22,30,0,0,Harris,Texas,1980,June,20,Acquaintance,Knife,Murder or Manslaughter,Yes
21606,Male,Unknown,22,0,0,0,Harris,Texas,1980,June,21,Unknown,Knife,Murder or Manslaughter,No
21607,Male,Male,20,20,0,0,Harris,Texas,1980,June,22,Acquaintance,Knife,Murder or Manslaughter,Yes
21608,Female,Male,99,20,0,0,Harris,Texas,1980,June,23,Stranger,Handgun,Murder or Manslaughter,Yes
21609,Male,Female,33,25,0,0,Harris,Texas,1980,June,24,Neighbor,Handgun,Murder or Manslaughter,Yes
21610,Male,Male,41,18,0,0,Harris,Texas,1980,June,25,Stranger,Knife,Murder or Manslaughter,Yes
21611,Male,Male,30,16,0,0,Harris,Texas,1980,June,26,Acquaintance,Handgun,Murder or Manslaughter,Yes
21612,Male,Unknown,21,0,0,0,Harris,Texas,1980,June,27,Unknown,Handgun,Murder or Manslaughter,No
21613,Male,Male,25,0,0,0,Harris,Texas,1980,June,28,Unknown,Blunt Object,Murder or Manslaughter,Yes
21614,Male,Unknown,23,0,0,0,Harris,Texas,1980,June,29,Unknown,Handgun,Murder or Manslaughter,No
21615,Male,Male,63,43,0,0,Harris,Texas,1980,June,30,Acquaintance,Handgun,Murder or Manslaughter,Yes
21616,Male,Unknown,99,0,0,0,Harris,Texas,1980,June,31,Unknown,Handgun,Murder or Manslaughter,No
21617,Male,Unknown,99,0,0,0,Harris,Texas,1980,June,32,Unknown,Handgun,Murder or Manslaughter,No
21618,Male,Female,36,28,0,0,Harris,Texas,1980,June,33,Husband,Handgun,Murder or Manslaughter,Yes
21619,Male,Male,36,23,0,1,Harris,Texas,1980,June,34,Stranger,Shotgun,Murder or Manslaughter,Yes
21620,Female,Male,60,52,0,0,Harris,Texas,1980,June,35,In-Law,Knife,Murder or Manslaughter,Yes
21621,Male,Male,37,30,0,0,Harris,Texas,1980,June,36,Acquaintance,Handgun,Murder or Manslaughter,Yes
21622,Male,Male,29,34,0,0,Harris,Texas,1980,June,37,Acquaintance,Shotgun,Murder or Manslaughter,Yes
21623,Male,Male,54,29,0,0,Harris,Texas,1980,June,38,Unknown,Handgun,Murder or Manslaughter,Yes
21624,Male,Unknown,45,0,0,0,Harris,Texas,1980,June,39,Unknown,Rifle,Murder or Manslaughter,No
21625,Male,Male,35,19,0,0,Harris,Texas,1980,June,40,Acquaintance,Handgun,Murder or Manslaughter,Yes
21626,Male,Unknown,22,0,0,0,Harris,Texas,1980,June,41,Unknown,Handgun,Murder or Manslaughter,No
21627,Male,Male,19,0,0,0,Harris,Texas,1980,June,42,Stranger,Handgun,Murder or Manslaughter,Yes
21628,Male,Unknown,29,0,0,0,Harris,Texas,1980,June,43,Unknown,Knife,Murder or Manslaughter,No
21629,Male,Unknown,24,0,0,0,Harris,Texas,1980,June,44,Unknown,Handgun,Murder or Manslaughter,No
21630,Male,Male,23,21,0,0,Harris,Texas,1980,June,45,Acquaintance,Handgun,Murder or Manslaughter,Yes
21631,Female,Female,37,24,0,0,Harris,Texas,1980,June,46,Acquaintance,Knife,Murder or Manslaughter,Yes
21632,Male,Male,47,29,0,0,Harris,Texas,1980,June,47,Acquaintance,Handgun,Murder or Manslaughter,Yes
21633,Male,Male,26,28,0,1,Harris,Texas,1980,June,48,Stranger,Handgun,Murder or Manslaughter,Yes
21634,Male,Male,23,27,0,2,Harris,Texas,1980,June,49,Unknown,Knife,Murder or Manslaughter,Yes
21635,Male,Male,99,42,0,0,Harris,Texas,1980,June,50,Acquaintance,Knife,Murder or Manslaughter,Yes
21636,Female,Male,20,31,1,0,Harris,Texas,1980,June,51,Girlfriend,Fire,Murder or Manslaughter,Yes
21637,Male,Male,28,18,0,0,Harris,Texas,1980,June,52,Acquaintance,Handgun,Murder or Manslaughter,Yes
21638,Male,Male,32,30,0,0,Harris,Texas,1980,June,53,Acquaintance,Handgun,Murder or Manslaughter,Yes
21639,Male,Male,28,39,0,0,Harris,Texas,1980,June,54,Stranger,Shotgun,Murder or Manslaughter,Yes
21640,Male,Unknown,21,0,0,0,Harris,Texas,1980,June,55,Unknown,Handgun,Murder or Manslaughter,No
21641,Male,Male,24,0,0,0,Harris,Texas,1980,June,56,Acquaintance,Handgun,Murder or Manslaughter,Yes
21642,Male,Male,34,0,0,0,Harris,Texas,1980,June,57,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
21643,Male,Male,46,42,0,0,Harris,Texas,1980,June,58,Acquaintance,Shotgun,Murder or Manslaughter,Yes
21644,Male,Male,57,21,0,0,Harris,Texas,1980,June,59,Unknown,Shotgun,Murder or Manslaughter,Yes
21645,Male,Male,30,0,0,0,Harris,Texas,1980,June,60,Stranger,Handgun,Murder or Manslaughter,Yes
21646,Male,Male,29,47,0,0,Harris,Texas,1980,June,61,Acquaintance,Shotgun,Murder or Manslaughter,Yes
21647,Male,Male,0,0,0,0,Harris,Texas,1980,June,62,Stranger,Drugs,Manslaughter by Negligence,Yes
21648,Male,Female,24,33,0,0,Harris,Texas,1980,June,63,Stranger,Handgun,Manslaughter by Negligence,Yes
21649,Male,Male,36,0,0,1,Harris,Texas,1980,July,1,Unknown,Handgun,Murder or Manslaughter,Yes
21650,Male,Male,99,23,0,0,Harris,Texas,1980,July,2,Acquaintance,Handgun,Murder or Manslaughter,Yes
21651,Male,Male,24,26,0,0,Harris,Texas,1980,July,3,Acquaintance,Handgun,Murder or Manslaughter,Yes
21652,Male,Male,22,30,0,0,Harris,Texas,1980,July,4,Unknown,Handgun,Murder or Manslaughter,Yes
21653,Male,Male,26,28,0,0,Harris,Texas,1980,July,5,Stranger,Handgun,Murder or Manslaughter,Yes
21654,Male,Male,50,0,0,1,Harris,Texas,1980,July,6,Stranger,Handgun,Murder or Manslaughter,Yes
21655,Male,Unknown,23,0,0,0,Harris,Texas,1980,July,7,Unknown,Handgun,Murder or Manslaughter,No
21656,Male,Male,32,39,0,0,Harris,Texas,1980,July,8,Stranger,Knife,Murder or Manslaughter,Yes
21657,Male,Male,44,23,0,0,Harris,Texas,1980,July,9,Stranger,Handgun,Murder or Manslaughter,Yes
21658,Female,Male,32,48,0,0,Harris,Texas,1980,July,10,Girlfriend,Handgun,Murder or Manslaughter,Yes
21659,Female,Male,35,48,0,0,Harris,Texas,1980,July,11,Girlfriend,Knife,Murder or Manslaughter,Yes
21660,Female,Unknown,23,0,0,0,Harris,Texas,1980,July,12,Unknown,Knife,Murder or Manslaughter,No
21661,Male,Male,31,0,0,1,Harris,Texas,1980,July,13,Acquaintance,Knife,Murder or Manslaughter,Yes
21662,Male,Male,65,22,0,0,Harris,Texas,1980,July,14,Stranger,Handgun,Murder or Manslaughter,Yes
21663,Male,Unknown,28,0,0,0,Harris,Texas,1980,July,15,Unknown,Handgun,Murder or Manslaughter,No
21664,Female,Unknown,31,0,0,0,Harris,Texas,1980,July,16,Unknown,Strangulation,Murder or Manslaughter,No
21665,Male,Male,6,23,0,0,Harris,Texas,1980,July,17,Acquaintance,Handgun,Murder or Manslaughter,Yes
21666,Male,Male,36,46,0,0,Harris,Texas,1980,July,18,Stranger,Handgun,Murder or Manslaughter,Yes
21667,Male,Unknown,34,0,0,0,Harris,Texas,1980,July,19,Unknown,Blunt Object,Murder or Manslaughter,No
21668,Male,Unknown,62,0,0,0,Harris,Texas,1980,July,20,Unknown,Unknown,Murder or Manslaughter,No
21669,Male,Unknown,23,0,0,0,Harris,Texas,1980,July,21,Unknown,Handgun,Murder or Manslaughter,No
21670,Male,Male,30,20,0,0,Harris,Texas,1980,July,22,Acquaintance,Handgun,Murder or Manslaughter,Yes
21671,Male,Male,42,52,0,0,Harris,Texas,1980,July,23,Stranger,Handgun,Murder or Manslaughter,Yes
21672,Male,Male,37,27,0,0,Harris,Texas,1980,July,24,Stranger,Handgun,Murder or Manslaughter,Yes
21673,Male,Male,23,21,0,0,Harris,Texas,1980,July,25,Acquaintance,Knife,Murder or Manslaughter,Yes
21674,Male,Male,67,43,0,0,Harris,Texas,1980,July,26,Acquaintance,Handgun,Murder or Manslaughter,Yes
21675,Male,Unknown,23,0,0,0,Harris,Texas,1980,July,27,Unknown,Unknown,Murder or Manslaughter,No
21676,Male,Unknown,58,0,0,0,Harris,Texas,1980,July,28,Unknown,Knife,Murder or Manslaughter,No
21677,Male,Unknown,21,0,0,0,Harris,Texas,1980,July,29,Unknown,Handgun,Murder or Manslaughter,No
21678,Male,Male,25,27,0,0,Harris,Texas,1980,July,30,Brother,Handgun,Murder or Manslaughter,Yes
21679,Male,Male,25,33,0,0,Harris,Texas,1980,July,31,Acquaintance,Handgun,Murder or Manslaughter,Yes
21680,Male,Unknown,33,0,0,0,Harris,Texas,1980,July,32,Unknown,Handgun,Murder or Manslaughter,No
21681,Male,Male,34,39,0,0,Harris,Texas,1980,July,33,Acquaintance,Rifle,Murder or Manslaughter,Yes
21682,Male,Male,22,20,0,1,Harris,Texas,1980,July,34,Unknown,Handgun,Murder or Manslaughter,Yes
21683,Male,Male,25,56,0,0,Harris,Texas,1980,July,35,Acquaintance,Knife,Murder or Manslaughter,Yes
21684,Male,Male,99,47,0,0,Harris,Texas,1980,July,36,Acquaintance,Handgun,Murder or Manslaughter,Yes
21685,Male,Unknown,26,0,0,0,Harris,Texas,1980,July,37,Unknown,Knife,Murder or Manslaughter,No
21686,Male,Unknown,43,0,0,0,Harris,Texas,1980,July,38,Unknown,Handgun,Murder or Manslaughter,No
21687,Male,Male,48,33,0,0,Harris,Texas,1980,July,39,Acquaintance,Handgun,Murder or Manslaughter,Yes
21688,Female,Male,45,38,0,0,Harris,Texas,1980,July,40,Wife,Handgun,Murder or Manslaughter,Yes
21689,Male,Female,57,57,0,0,Harris,Texas,1980,July,41,Husband,Handgun,Murder or Manslaughter,Yes
21690,Male,Female,72,62,0,0,Harris,Texas,1980,July,42,Husband,Handgun,Murder or Manslaughter,Yes
21691,Male,Unknown,99,0,0,0,Harris,Texas,1980,July,43,Unknown,Handgun,Murder or Manslaughter,No
21692,Male,Male,28,27,0,0,Harris,Texas,1980,July,44,Acquaintance,Handgun,Murder or Manslaughter,Yes
21693,Female,Male,29,37,0,0,Harris,Texas,1980,July,45,Girlfriend,Handgun,Murder or Manslaughter,Yes
21694,Male,Male,22,22,0,0,Harris,Texas,1980,July,46,Stranger,Handgun,Murder or Manslaughter,Yes
21695,Male,Male,31,19,0,0,Harris,Texas,1980,July,47,Acquaintance,Knife,Murder or Manslaughter,Yes
21696,Male,Male,18,41,0,0,Harris,Texas,1980,July,48,Stranger,Handgun,Murder or Manslaughter,Yes
21697,Male,Male,19,39,0,1,Harris,Texas,1980,July,49,Stranger,Handgun,Murder or Manslaughter,Yes
21698,Male,Male,22,0,0,0,Harris,Texas,1980,July,50,Stranger,Handgun,Murder or Manslaughter,Yes
21699,Female,Male,17,19,2,1,Harris,Texas,1980,July,51,Unknown,Handgun,Murder or Manslaughter,Yes
21700,Male,Male,20,24,0,0,Harris,Texas,1980,July,52,Brother,Unknown,Manslaughter by Negligence,Yes
21701,Female,Male,1,15,0,0,Harris,Texas,1980,July,53,Acquaintance,Blunt Object,Manslaughter by Negligence,Yes
21702,Male,Male,31,30,0,0,Harris,Texas,1980,August,1,Stranger,Handgun,Murder or Manslaughter,Yes
21703,Male,Female,36,36,0,0,Harris,Texas,1980,August,2,Common-Law Husband,Knife,Murder or Manslaughter,Yes
21704,Male,Male,19,0,1,0,Harris,Texas,1980,August,3,Unknown,Rifle,Murder or Manslaughter,Yes
21705,Male,Male,26,23,0,0,Harris,Texas,1980,August,4,Stranger,Handgun,Murder or Manslaughter,Yes
21706,Male,Male,22,18,0,0,Harris,Texas,1980,August,5,Stranger,Knife,Murder or Manslaughter,Yes
21707,Male,Male,26,26,0,0,Harris,Texas,1980,August,6,Acquaintance,Rifle,Murder or Manslaughter,Yes
21708,Male,Unknown,24,0,0,0,Harris,Texas,1980,August,7,Unknown,Handgun,Murder or Manslaughter,No
21709,Female,Male,29,27,0,0,Harris,Texas,1980,August,8,Girlfriend,Handgun,Murder or Manslaughter,Yes
21710,Male,Male,40,0,0,1,Harris,Texas,1980,August,9,Stranger,Handgun,Murder or Manslaughter,Yes
21711,Male,Male,34,0,0,0,Harris,Texas,1980,August,10,Unknown,Handgun,Murder or Manslaughter,Yes
21712,Male,Male,40,0,0,0,Harris,Texas,1980,August,11,Acquaintance,Handgun,Murder or Manslaughter,Yes
21713,Male,Male,21,0,0,0,Harris,Texas,1980,August,12,Unknown,Handgun,Murder or Manslaughter,Yes
21714,Male,Male,30,25,0,1,Harris,Texas,1980,August,13,In-Law,Knife,Murder or Manslaughter,Yes
21715,Male,Unknown,40,0,0,0,Harris,Texas,1980,August,14,Unknown,Unknown,Murder or Manslaughter,No
21716,Male,Male,38,36,0,0,Harris,Texas,1980,August,15,Brother,Knife,Murder or Manslaughter,Yes
21717,Female,Unknown,34,0,0,0,Harris,Texas,1980,August,16,Unknown,Handgun,Murder or Manslaughter,No
21718,Male,Male,99,0,0,0,Harris,Texas,1980,August,17,Acquaintance,Handgun,Murder or Manslaughter,Yes
21719,Male,Male,20,26,0,0,Harris,Texas,1980,August,18,Stranger,Knife,Murder or Manslaughter,Yes
21720,Male,Male,26,20,0,0,Harris,Texas,1980,August,19,Stranger,Knife,Murder or Manslaughter,Yes
21721,Female,Male,44,59,0,0,Harris,Texas,1980,August,20,Acquaintance,Handgun,Murder or Manslaughter,Yes
21722,Male,Unknown,99,0,0,0,Harris,Texas,1980,August,21,Unknown,Knife,Murder or Manslaughter,No
21723,Male,Male,21,20,0,0,Harris,Texas,1980,August,22,Acquaintance,Knife,Murder or Manslaughter,Yes
21724,Male,Male,24,26,0,0,Harris,Texas,1980,August,23,Acquaintance,Knife,Murder or Manslaughter,Yes
21725,Male,Male,24,0,0,0,Harris,Texas,1980,August,24,Stranger,Handgun,Murder or Manslaughter,Yes
21726,Male,Male,28,24,0,0,Harris,Texas,1980,August,25,Acquaintance,Handgun,Murder or Manslaughter,Yes
21727,Male,Male,27,54,0,0,Harris,Texas,1980,August,26,Stranger,Handgun,Murder or Manslaughter,Yes
21728,Male,Male,18,0,0,0,Harris,Texas,1980,August,27,Acquaintance,Knife,Murder or Manslaughter,Yes
21729,Male,Male,67,44,0,0,Harris,Texas,1980,August,28,Family,Handgun,Murder or Manslaughter,Yes
21730,Male,Male,25,28,0,0,Harris,Texas,1980,August,29,Unknown,Rifle,Murder or Manslaughter,Yes
21731,Male,Male,20,35,0,0,Harris,Texas,1980,August,30,Acquaintance,Handgun,Murder or Manslaughter,Yes
21732,Male,Male,34,32,0,0,Harris,Texas,1980,August,31,Acquaintance,Handgun,Murder or Manslaughter,Yes
21733,Male,Male,54,25,0,0,Harris,Texas,1980,August,32,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
21734,Male,Female,23,19,0,0,Harris,Texas,1980,August,33,Common-Law Husband,Knife,Murder or Manslaughter,Yes
21735,Male,Male,25,21,0,0,Harris,Texas,1980,August,34,Stranger,Handgun,Murder or Manslaughter,Yes
21736,Male,Unknown,36,0,0,0,Harris,Texas,1980,August,35,Unknown,Handgun,Murder or Manslaughter,No
21737,Male,Male,29,35,0,0,Harris,Texas,1980,August,36,Stranger,Handgun,Murder or Manslaughter,Yes
21738,Male,Male,29,22,0,0,Harris,Texas,1980,August,37,Brother,Handgun,Murder or Manslaughter,Yes
21739,Male,Male,40,24,0,0,Harris,Texas,1980,August,38,Stranger,Rifle,Murder or Manslaughter,Yes
21740,Male,Male,22,24,0,0,Harris,Texas,1980,August,39,Acquaintance,Rifle,Murder or Manslaughter,Yes
21741,Female,Male,26,31,0,0,Harris,Texas,1980,August,40,Wife,Rifle,Murder or Manslaughter,Yes
21742,Female,Male,31,16,0,0,Harris,Texas,1980,August,41,Neighbor,Drowning,Murder or Manslaughter,Yes
21743,Male,Unknown,58,0,0,0,Harris,Texas,1980,August,42,Unknown,Handgun,Murder or Manslaughter,No
21744,Male,Male,44,33,0,0,Harris,Texas,1980,August,43,Acquaintance,Shotgun,Murder or Manslaughter,Yes
21745,Female,Male,24,25,0,0,Harris,Texas,1980,August,44,Common-Law Wife,Handgun,Murder or Manslaughter,Yes
21746,Male,Female,77,21,0,0,Harris,Texas,1980,August,45,Acquaintance,Handgun,Murder or Manslaughter,Yes
21747,Female,Male,1,9,0,0,Harris,Texas,1980,August,46,Acquaintance,Drowning,Murder or Manslaughter,Yes
21748,Male,Male,0,24,0,0,Harris,Texas,1980,August,47,Son,Blunt Object,Murder or Manslaughter,Yes
21749,Male,Male,25,42,0,0,Harris,Texas,1980,August,48,Stranger,Handgun,Murder or Manslaughter,Yes
21750,Male,Male,35,45,0,0,Harris,Texas,1980,August,49,Stranger,Shotgun,Murder or Manslaughter,Yes
21751,Male,Male,35,45,0,0,Harris,Texas,1980,August,50,Stranger,Handgun,Murder or Manslaughter,Yes
21752,Male,Female,18,20,0,0,Harris,Texas,1980,August,51,Acquaintance,Handgun,Murder or Manslaughter,Yes
21753,Female,Male,23,28,0,0,Harris,Texas,1980,August,52,Wife,Blunt Object,Murder or Manslaughter,Yes
