,Victim Sex,Perpetrator Sex,Victim Age,Perpetrator Age,Victim Count,Perpetrator Count,City,State,Year,Month,Incident,Relationship,Weapon,Crime Type,Crime Solved
6591,Female,Male,29,33,0,0,Pinellas,Florida,1980,January,1,Stranger,Blunt Object,Murder or Manslaughter,Yes
6592,Male,Female,53,43,0,0,Pinellas,Florida,1980,January,2,Boyfriend,Knife,Murder or Manslaughter,Yes
6593,Male,Female,35,34,0,0,Pinellas,Florida,1980,March,1,Husband,Handgun,Murder or Manslaughter,Yes
6594,Male,Unknown,50,0,0,1,Pinellas,Florida,1980,April,1,Unknown,Blunt Object,Murder or Manslaughter,No
6595,Female,Male,68,17,0,0,Pinellas,Florida,1980,April,2,Stranger,Blunt Object,Murder or Manslaughter,Yes
6596,Male,Female,37,39,1,1,Pinellas,Florida,1980,April,3,Acquaintance,Firearm,Murder or Manslaughter,Yes
6597,Male,Female,65,25,0,0,Pinellas,Florida,1980,May,1,Boyfriend,Knife,Murder or Manslaughter,Yes
6598,Male,Female,54,23,0,0,Pinellas,Florida,1980,May,2,Unknown,Knife,Murder or Manslaughter,Yes
6599,Female,Male,70,83,0,0,Pinellas,Florida,1980,June,1,Wife,Blunt Object,Murder or Manslaughter,Yes
6600,Male,Male,30,23,0,0,Pinellas,Florida,1980,August,1,Stranger,Handgun,Murder or Manslaughter,Yes
6601,Male,Male,35,70,0,0,Pinellas,Florida,1980,August,2,Acquaintance,Handgun,Murder or Manslaughter,Yes
6602,Male,Male,15,15,0,0,Pinellas,Florida,1980,August,3,Acquaintance,Handgun,Murder or Manslaughter,Yes
6603,Male,Male,29,28,0,0,Pinellas,Florida,1980,September,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6604,Male,Male,25,0,0,0,Pinellas,Florida,1980,September,2,Stranger,Handgun,Murder or Manslaughter,Yes
6605,Male,Male,56,60,0,0,Pinellas,Florida,1980,September,3,Acquaintance,Rifle,Murder or Manslaughter,Yes
6606,Male,Female,25,24,0,0,Pinellas,Florida,1980,September,4,Stranger,Knife,Murder or Manslaughter,Yes
6607,Male,Male,42,26,0,0,Pinellas,Florida,1980,October,1,In-Law,Shotgun,Murder or Manslaughter,Yes
6608,Female,Male,63,52,0,0,Pinellas,Florida,1980,November,1,Wife,Handgun,Murder or Manslaughter,Yes
6609,Male,Female,31,32,0,0,Pinellas,Florida,1980,November,2,Stranger,Handgun,Murder or Manslaughter,Yes
6610,Male,Unknown,55,0,0,1,Pinellas,Florida,1980,November,3,Unknown,Handgun,Murder or Manslaughter,No
6611,Female,Male,40,48,0,0,Pinellas,Florida,1980,December,1,Common-Law Wife,Blunt Object,Murder or Manslaughter,Yes
6612,Female,Male,33,34,0,0,Pinellas,Florida,1980,December,2,Wife,Knife,Murder or Manslaughter,Yes
6613,Female,Male,38,47,0,0,Pinellas,Florida,1980,December,3,Girlfriend,Blunt Object,Murder or Manslaughter,Yes
6614,Male,Male,35,40,0,0,Pinellas,Florida,1980,December,4,Acquaintance,Handgun,Murder or Manslaughter,Yes
6615,Female,Male,63,66,0,0,Polk,Florida,1980,January,1,Wife,Knife,Murder or Manslaughter,Yes
6616,Male,Male,25,45,0,0,Polk,Florida,1980,January,2,Stranger,Shotgun,Murder or Manslaughter,Yes
6617,Male,Male,21,29,0,0,Polk,Florida,1980,January,3,Stranger,Handgun,Murder or Manslaughter,Yes
6618,Male,Male,32,32,0,0,Polk,Florida,1980,January,4,Stranger,Handgun,Murder or Manslaughter,Yes
6619,Male,Unknown,27,0,0,1,Polk,Florida,1980,February,1,Unknown,Handgun,Murder or Manslaughter,No
6620,Male,Male,12,14,0,0,Polk,Florida,1980,March,1,Brother,Handgun,Manslaughter by Negligence,Yes
6621,Male,Male,41,25,0,0,Polk,Florida,1980,April,1,Friend,Handgun,Murder or Manslaughter,Yes
6622,Female,Male,33,23,0,0,Polk,Florida,1980,June,1,Neighbor,Knife,Murder or Manslaughter,Yes
6623,Male,Male,26,28,0,0,Polk,Florida,1980,July,1,Unknown,Rifle,Murder or Manslaughter,Yes
6624,Male,Male,30,42,0,0,Polk,Florida,1980,July,2,Acquaintance,Knife,Murder or Manslaughter,Yes
6625,Male,Male,41,38,0,0,Polk,Florida,1980,July,3,Acquaintance,Knife,Murder or Manslaughter,Yes
6626,Male,Male,29,26,0,0,Polk,Florida,1980,August,1,Friend,Knife,Murder or Manslaughter,Yes
6627,Male,Male,25,23,0,0,Polk,Florida,1980,September,1,Unknown,Handgun,Murder or Manslaughter,Yes
6628,Male,Male,33,45,0,0,Polk,Florida,1980,October,1,Neighbor,Handgun,Murder or Manslaughter,Yes
6629,Female,Unknown,25,0,0,1,Polk,Florida,1980,October,2,Unknown,Strangulation,Murder or Manslaughter,No
6630,Male,Unknown,21,0,0,1,Polk,Florida,1980,November,1,Unknown,Handgun,Murder or Manslaughter,No
6631,Male,Unknown,53,0,0,1,Polk,Florida,1980,November,2,Unknown,Shotgun,Murder or Manslaughter,No
6632,Male,Male,12,21,0,0,Polk,Florida,1980,December,1,Stepson,Shotgun,Murder or Manslaughter,Yes
6633,Male,Male,19,21,0,0,Polk,Florida,1980,December,2,Acquaintance,Handgun,Murder or Manslaughter,Yes
6634,Male,Unknown,68,0,0,1,Polk,Florida,1980,December,3,Unknown,Handgun,Murder or Manslaughter,No
6635,Male,Male,36,25,0,0,Polk,Florida,1980,July,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6636,Male,Female,42,36,0,0,Polk,Florida,1980,November,1,Ex-Husband,Knife,Murder or Manslaughter,Yes
6637,Female,Male,30,64,0,0,Polk,Florida,1980,February,1,Wife,Handgun,Murder or Manslaughter,Yes
6638,Male,Male,1,15,0,0,Polk,Florida,1980,July,1,Family,Blunt Object,Murder or Manslaughter,Yes
6639,Male,Male,34,39,0,0,Polk,Florida,1980,December,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6640,Male,Male,18,29,0,0,Polk,Florida,1980,July,1,Boyfriend/Girlfriend,Knife,Murder or Manslaughter,Yes
6641,Male,Male,17,20,0,0,Polk,Florida,1980,March,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6642,Female,Unknown,22,0,0,1,Polk,Florida,1980,March,2,Unknown,Strangulation,Murder or Manslaughter,No
6643,Male,Male,51,50,0,0,Polk,Florida,1980,May,1,Neighbor,Handgun,Murder or Manslaughter,Yes
6644,Male,Male,22,22,0,0,Polk,Florida,1980,June,1,Acquaintance,Knife,Murder or Manslaughter,Yes
6645,Male,Male,73,45,0,0,Polk,Florida,1980,August,1,Acquaintance,Knife,Murder or Manslaughter,Yes
6646,Female,Male,50,48,0,0,Polk,Florida,1980,August,2,Wife,Rifle,Murder or Manslaughter,Yes
6647,Female,Male,51,76,0,0,Polk,Florida,1980,September,1,Wife,Knife,Murder or Manslaughter,Yes
6648,Male,Male,50,25,0,1,Polk,Florida,1980,October,1,Stepfather,Blunt Object,Murder or Manslaughter,Yes
6649,Male,Male,0,22,0,0,Polk,Florida,1980,November,1,Unknown,Blunt Object,Murder or Manslaughter,Yes
6650,Male,Male,13,12,0,0,Polk,Florida,1980,December,1,Friend,Rifle,Manslaughter by Negligence,Yes
6651,Female,Male,35,46,1,0,Polk,Florida,1980,August,1,Stepdaughter,Shotgun,Murder or Manslaughter,Yes
6652,Female,Male,15,46,1,0,Polk,Florida,1980,August,1,Stepdaughter,Shotgun,Murder or Manslaughter,Yes
6653,Male,Female,38,36,0,0,Polk,Florida,1980,December,1,Husband,Handgun,Murder or Manslaughter,Yes
6654,Male,Male,47,38,0,0,Polk,Florida,1980,June,1,Stranger,Handgun,Murder or Manslaughter,Yes
6655,Male,Male,38,38,0,0,Putnam,Florida,1980,January,1,Friend,Handgun,Murder or Manslaughter,Yes
6656,Male,Male,23,32,0,0,Putnam,Florida,1980,February,1,Friend,Handgun,Murder or Manslaughter,Yes
6657,Male,Male,37,49,0,0,Putnam,Florida,1980,April,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6658,Male,Female,38,22,0,0,Putnam,Florida,1980,June,1,Husband,Rifle,Murder or Manslaughter,Yes
6659,Male,Unknown,49,0,0,1,Putnam,Florida,1980,October,1,Unknown,Shotgun,Murder or Manslaughter,No
6660,Male,Unknown,99,0,0,1,Putnam,Florida,1980,December,1,Unknown,Handgun,Murder or Manslaughter,No
6661,Female,Female,0,20,0,0,Putnam,Florida,1980,January,1,Daughter,Fire,Murder or Manslaughter,Yes
6662,Male,Male,22,22,0,0,Putnam,Florida,1980,July,1,Friend,Handgun,Murder or Manslaughter,Yes
6663,Male,Male,27,17,0,0,Putnam,Florida,1980,November,1,Friend,Knife,Murder or Manslaughter,Yes
6664,Male,Female,3,33,1,0,St. Johns,Florida,1980,February,1,Son,Handgun,Murder or Manslaughter,Yes
6665,Male,Unknown,48,0,0,1,St. Johns,Florida,1980,January,1,Unknown,Handgun,Murder or Manslaughter,No
6666,Male,Female,1,33,1,0,St. Johns,Florida,1980,February,1,Son,Handgun,Murder or Manslaughter,Yes
6667,Male,Male,28,32,0,0,St. Johns,Florida,1980,December,1,Unknown,Handgun,Murder or Manslaughter,Yes
6668,Male,Male,30,34,1,0,St. Johns,Florida,1980,December,1,Wife,Handgun,Murder or Manslaughter,Yes
6669,Male,Male,29,31,0,0,St. Johns,Florida,1980,February,1,Brother,Knife,Murder or Manslaughter,Yes
6670,Male,Male,32,38,0,0,St. Johns,Florida,1980,August,1,Stranger,Handgun,Murder or Manslaughter,Yes
6671,Male,Female,21,26,0,0,St. Johns,Florida,1980,November,1,Brother,Knife,Murder or Manslaughter,Yes
6672,Female,Male,29,34,1,0,St. Johns,Florida,1980,December,1,Wife,Handgun,Murder or Manslaughter,Yes
6673,Male,Male,51,25,1,0,St. Lucie,Florida,1980,March,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6674,Male,Male,42,25,1,0,St. Lucie,Florida,1980,March,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6675,Male,Male,16,16,0,0,St. Lucie,Florida,1980,June,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6676,Male,Female,46,28,0,0,St. Lucie,Florida,1980,August,1,Acquaintance,Knife,Murder or Manslaughter,Yes
6677,Female,Male,23,30,0,0,St. Lucie,Florida,1980,December,1,Wife,Blunt Object,Murder or Manslaughter,Yes
6678,Male,Female,41,41,0,0,St. Lucie,Florida,1980,January,1,Husband,Gun,Murder or Manslaughter,Yes
6679,Male,Male,37,37,0,0,St. Lucie,Florida,1980,January,2,Stranger,Handgun,Murder or Manslaughter,Yes
6680,Male,Male,70,40,0,0,St. Lucie,Florida,1980,March,1,Stranger,Handgun,Murder or Manslaughter,Yes
6681,Female,Male,56,57,0,0,St. Lucie,Florida,1980,April,1,Stranger,Shotgun,Murder or Manslaughter,Yes
6682,Male,Male,42,36,0,0,St. Lucie,Florida,1980,April,2,Stranger,Knife,Murder or Manslaughter,Yes
6683,Male,Unknown,34,0,0,1,St. Lucie,Florida,1980,June,1,Unknown,Knife,Murder or Manslaughter,No
6684,Male,Unknown,19,0,0,1,St. Lucie,Florida,1980,August,1,Unknown,Handgun,Murder or Manslaughter,No
6685,Male,Male,24,19,0,3,St. Lucie,Florida,1980,October,1,Stranger,Handgun,Murder or Manslaughter,Yes
6686,Female,Unknown,25,0,0,1,St. Lucie,Florida,1980,November,1,Unknown,Unknown,Murder or Manslaughter,No
6687,Female,Unknown,75,0,0,1,Santa Rosa,Florida,1980,September,1,Unknown,Knife,Murder or Manslaughter,No
6688,Male,Male,35,35,0,0,Santa Rosa,Florida,1980,November,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6689,Female,Male,45,44,0,0,Santa Rosa,Florida,1980,June,1,Ex-Wife,Shotgun,Murder or Manslaughter,Yes
6690,Female,Male,22,24,0,0,Sarasota,Florida,1980,April,1,Wife,Handgun,Murder or Manslaughter,Yes
6691,Female,Unknown,23,0,0,1,Sarasota,Florida,1980,July,1,Unknown,Handgun,Murder or Manslaughter,No
6692,Female,Male,28,28,0,0,Sarasota,Florida,1980,August,1,Family,Knife,Murder or Manslaughter,Yes
6693,Female,Male,41,38,0,0,Sarasota,Florida,1980,September,1,Girlfriend,Handgun,Murder or Manslaughter,Yes
6694,Male,Male,41,68,0,0,Sarasota,Florida,1980,November,1,Friend,Shotgun,Murder or Manslaughter,Yes
6695,Male,Female,33,33,0,0,Sarasota,Florida,1980,January,1,Husband,Handgun,Murder or Manslaughter,Yes
6696,Male,Male,25,29,0,0,Sarasota,Florida,1980,March,1,Stranger,Handgun,Murder or Manslaughter,Yes
6697,Male,Male,28,31,0,0,Sarasota,Florida,1980,March,2,Boyfriend,Handgun,Murder or Manslaughter,Yes
6698,Male,Female,58,31,0,0,Sarasota,Florida,1980,June,1,Boyfriend,Handgun,Murder or Manslaughter,Yes
6699,Male,Female,43,52,0,0,Sarasota,Florida,1980,July,1,Boyfriend,Handgun,Murder or Manslaughter,Yes
6700,Male,Male,55,23,0,0,Sarasota,Florida,1980,August,1,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
6701,Male,Unknown,45,0,0,1,Sarasota,Florida,1980,September,1,Stranger,Handgun,Murder or Manslaughter,No
6702,Male,Male,32,23,0,0,Seminole,Florida,1980,January,1,Stranger,Handgun,Murder or Manslaughter,Yes
6703,Male,Female,41,36,0,0,Seminole,Florida,1980,September,1,Husband,Shotgun,Murder or Manslaughter,Yes
6704,Male,Male,37,20,0,0,Seminole,Florida,1980,October,1,Stepfather,Rifle,Murder or Manslaughter,Yes
6705,Female,Male,27,26,0,0,Seminole,Florida,1980,June,1,Stranger,Handgun,Murder or Manslaughter,Yes
6706,Male,Unknown,58,0,0,1,Seminole,Florida,1980,August,1,Unknown,Handgun,Murder or Manslaughter,No
6707,Female,Male,21,51,0,0,Seminole,Florida,1980,January,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
6708,Male,Male,26,69,0,0,Seminole,Florida,1980,August,1,Friend,Knife,Murder or Manslaughter,Yes
6709,Male,Male,31,33,0,0,Seminole,Florida,1980,August,2,Friend,Knife,Murder or Manslaughter,Yes
6710,Male,Male,67,34,1,0,Sumter,Florida,1980,April,1,Mother,Handgun,Murder or Manslaughter,Yes
6711,Female,Male,62,34,1,0,Sumter,Florida,1980,April,1,Mother,Handgun,Murder or Manslaughter,Yes
6712,Female,Male,41,49,0,0,Sumter,Florida,1980,October,1,Ex-Wife,Handgun,Murder or Manslaughter,Yes
6713,Male,Male,36,21,0,0,Taylor,Florida,1980,March,1,Stranger,Knife,Murder or Manslaughter,Yes
6714,Male,Female,20,21,0,0,Taylor,Florida,1980,May,1,Stranger,Handgun,Murder or Manslaughter,Yes
6715,Male,Male,30,41,0,0,Taylor,Florida,1980,December,1,Friend,Handgun,Murder or Manslaughter,Yes
6716,Male,Unknown,32,0,0,1,Taylor,Florida,1980,December,2,Unknown,Handgun,Murder or Manslaughter,No
6717,Male,Male,63,26,0,0,Union,Florida,1980,June,1,Friend,Blunt Object,Murder or Manslaughter,Yes
6718,Male,Female,42,29,0,0,Volusia,Florida,1980,April,1,Boyfriend,Handgun,Murder or Manslaughter,Yes
6719,Female,Unknown,28,0,0,1,Volusia,Florida,1980,April,2,Unknown,Knife,Murder or Manslaughter,No
6720,Female,Male,40,28,0,0,Volusia,Florida,1980,June,1,Unknown,Blunt Object,Murder or Manslaughter,Yes
6721,Male,Male,16,13,0,0,Volusia,Florida,1980,September,1,Brother,Handgun,Murder or Manslaughter,Yes
6722,Male,Male,28,30,0,0,Volusia,Florida,1980,December,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6723,Female,Unknown,33,0,0,1,Volusia,Florida,1980,December,2,Unknown,Unknown,Murder or Manslaughter,No
6724,Female,Unknown,28,0,0,1,Volusia,Florida,1980,January,1,Unknown,Explosives,Murder or Manslaughter,No
6725,Female,Unknown,20,0,0,1,Volusia,Florida,1980,February,1,Unknown,Unknown,Murder or Manslaughter,No
6726,Male,Unknown,54,0,0,1,Volusia,Florida,1980,May,1,Unknown,Handgun,Murder or Manslaughter,No
6727,Male,Male,25,38,0,0,Volusia,Florida,1980,May,2,Friend,Handgun,Murder or Manslaughter,Yes
6728,Male,Male,39,27,0,0,Volusia,Florida,1980,May,3,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
6729,Male,Unknown,26,0,0,1,Volusia,Florida,1980,May,4,Unknown,Fire,Murder or Manslaughter,No
6730,Male,Male,27,24,0,0,Volusia,Florida,1980,July,1,Acquaintance,Knife,Murder or Manslaughter,Yes
6731,Male,Female,27,19,0,3,Volusia,Florida,1980,August,1,Stranger,Knife,Murder or Manslaughter,Yes
6732,Male,Unknown,24,0,0,1,Volusia,Florida,1980,November,1,Unknown,Firearm,Murder or Manslaughter,No
6733,Male,Female,28,31,0,0,Volusia,Florida,1980,November,2,Common-Law Husband,Handgun,Murder or Manslaughter,Yes
6734,Male,Male,34,35,0,0,Volusia,Florida,1980,December,1,Stranger,Handgun,Murder or Manslaughter,Yes
6735,Male,Male,35,34,0,2,Volusia,Florida,1980,December,2,Stranger,Handgun,Murder or Manslaughter,Yes
6736,Male,Male,67,63,0,0,Volusia,Florida,1980,January,1,Unknown,Handgun,Murder or Manslaughter,Yes
6737,Female,Unknown,62,0,0,1,Volusia,Florida,1980,February,1,Unknown,Knife,Murder or Manslaughter,No
6738,Female,Male,43,39,0,0,Volusia,Florida,1980,November,1,Friend,Handgun,Murder or Manslaughter,Yes
6739,Male,Female,52,17,0,0,Wakulla,Florida,1980,February,1,Stepfather,Handgun,Murder or Manslaughter,Yes
6740,Male,Male,28,18,0,0,Wakulla,Florida,1980,March,1,Brother,Shotgun,Murder or Manslaughter,Yes
6741,Male,Male,34,37,0,0,Walton,Florida,1980,May,1,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
6742,Male,Male,18,23,0,0,Walton,Florida,1980,July,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
6743,Male,Female,33,35,0,0,Walton,Florida,1980,February,1,Husband,Shotgun,Murder or Manslaughter,Yes
6744,Male,Unknown,18,0,0,1,Washington,Florida,1980,February,1,Unknown,Handgun,Murder or Manslaughter,No
6745,Male,Male,71,32,0,0,Appling,Georgia,1980,May,1,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
6746,Female,Male,49,48,0,0,Baker,Georgia,1980,May,1,Wife,Handgun,Murder or Manslaughter,Yes
6747,Female,Unknown,77,0,0,0,Baldwin,Georgia,1980,March,1,Unknown,Knife,Murder or Manslaughter,No
6748,Male,Female,63,71,0,0,Baldwin,Georgia,1980,August,1,Husband,Handgun,Murder or Manslaughter,Yes
6749,Male,Female,41,37,0,0,Barrow,Georgia,1980,January,1,Husband,Handgun,Murder or Manslaughter,Yes
6750,Female,Male,59,51,0,0,Barrow,Georgia,1980,May,1,Wife,Rifle,Murder or Manslaughter,Yes
6751,Male,Male,31,13,0,0,Barrow,Georgia,1980,October,1,Stepfather,Rifle,Murder or Manslaughter,Yes
6752,Male,Female,33,35,0,0,Barrow,Georgia,1980,October,1,Husband,Blunt Object,Murder or Manslaughter,Yes
6753,Female,Male,26,33,0,0,Bartow,Georgia,1980,February,1,Wife,Handgun,Murder or Manslaughter,Yes
6754,Female,Unknown,27,0,0,0,Ben Hill,Georgia,1980,March,1,Unknown,Handgun,Murder or Manslaughter,No
6755,Male,Male,33,32,0,0,Ben Hill,Georgia,1980,June,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6756,Female,Unknown,23,0,0,1,Berrien,Georgia,1980,June,1,Unknown,Unknown,Murder or Manslaughter,No
6757,Male,Male,99,59,0,0,Berrien,Georgia,1980,December,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6758,Male,Male,16,26,0,0,Bibb,Georgia,1980,January,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
6759,Male,Female,27,22,0,0,Bibb,Georgia,1980,January,2,Husband,Shotgun,Murder or Manslaughter,Yes
6760,Male,Female,24,23,0,0,Bibb,Georgia,1980,January,3,Boyfriend,Handgun,Manslaughter by Negligence,Yes
6761,Male,Male,41,45,0,0,Bibb,Georgia,1980,May,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6762,Male,Male,22,18,0,0,Bibb,Georgia,1980,May,2,Stranger,Handgun,Murder or Manslaughter,Yes
6763,Male,Male,27,21,0,0,Bibb,Georgia,1980,August,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6764,Male,Male,44,57,0,0,Bibb,Georgia,1980,August,2,Acquaintance,Handgun,Murder or Manslaughter,Yes
6765,Female,Male,34,32,0,0,Bibb,Georgia,1980,September,1,Wife,Handgun,Murder or Manslaughter,Yes
6766,Male,Male,18,24,0,0,Bibb,Georgia,1980,September,2,Friend,Handgun,Murder or Manslaughter,Yes
6767,Male,Male,59,50,0,0,Bibb,Georgia,1980,September,3,Friend,Handgun,Murder or Manslaughter,Yes
6768,Female,Male,32,37,0,0,Bibb,Georgia,1980,September,4,Wife,Shotgun,Murder or Manslaughter,Yes
6769,Male,Unknown,99,0,0,1,Bibb,Georgia,1980,September,5,Stranger,Handgun,Murder or Manslaughter,No
6770,Male,Unknown,25,0,0,0,Bibb,Georgia,1980,November,1,Stranger,Knife,Murder or Manslaughter,No
6771,Male,Male,29,24,0,0,Bibb,Georgia,1980,November,2,Acquaintance,Handgun,Murder or Manslaughter,Yes
6772,Male,Male,38,30,0,0,Bibb,Georgia,1980,November,3,Acquaintance,Handgun,Murder or Manslaughter,Yes
6773,Male,Male,37,25,0,1,Bibb,Georgia,1980,November,4,Stranger,Handgun,Murder or Manslaughter,Yes
6774,Male,Male,24,31,0,0,Bulloch,Georgia,1980,October,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6775,Male,Male,20,52,0,0,Burke,Georgia,1980,February,1,Son,Rifle,Murder or Manslaughter,Yes
6776,Male,Male,60,52,1,0,Carroll,Georgia,1980,October,1,In-Law,Handgun,Murder or Manslaughter,Yes
6777,Female,Male,60,52,1,0,Carroll,Georgia,1980,October,1,In-Law,Handgun,Murder or Manslaughter,Yes
6778,Male,Unknown,73,0,0,0,Carroll,Georgia,1980,August,1,Stranger,Shotgun,Murder or Manslaughter,No
6779,Female,Male,23,0,0,0,Catoosa,Georgia,1980,October,1,Wife,Handgun,Murder or Manslaughter,Yes
6780,Male,Male,40,67,0,0,Charlton,Georgia,1980,March,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
6781,Female,Male,34,42,0,0,Chatham,Georgia,1980,April,1,Wife,Blunt Object,Murder or Manslaughter,Yes
6782,Male,Unknown,23,0,0,1,Chatham,Georgia,1980,August,1,Unknown,Blunt Object,Murder or Manslaughter,No
6783,Female,Unknown,20,0,0,1,Chatham,Georgia,1980,August,2,Unknown,Knife,Murder or Manslaughter,No
6784,Male,Male,23,54,0,0,Chatham,Georgia,1980,December,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
6785,Male,Male,27,37,0,0,Chatham,Georgia,1980,December,2,Acquaintance,Rifle,Murder or Manslaughter,Yes
6786,Male,Male,23,26,0,0,Chatham,Georgia,1980,January,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6787,Male,Male,35,39,0,0,Chatham,Georgia,1980,January,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6788,Male,Male,28,30,0,0,Chatham,Georgia,1980,February,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6789,Male,Male,60,28,0,1,Chatham,Georgia,1980,February,2,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
6790,Male,Male,32,36,0,0,Chatham,Georgia,1980,February,3,Acquaintance,Handgun,Murder or Manslaughter,Yes
6791,Male,Unknown,29,0,0,1,Chatham,Georgia,1980,April,1,Unknown,Handgun,Murder or Manslaughter,No
6792,Male,Male,26,39,0,0,Chatham,Georgia,1980,April,2,Neighbor,Shotgun,Murder or Manslaughter,Yes
6793,Male,Male,37,27,0,0,Chatham,Georgia,1980,April,3,Acquaintance,Handgun,Murder or Manslaughter,Yes
6794,Male,Unknown,23,0,0,1,Chatham,Georgia,1980,April,4,Unknown,Handgun,Murder or Manslaughter,No
6795,Female,Male,27,37,0,0,Chatham,Georgia,1980,May,1,Wife,Knife,Murder or Manslaughter,Yes
6796,Female,Male,22,19,0,0,Chatham,Georgia,1980,June,1,Girlfriend,Firearm,Murder or Manslaughter,Yes
6797,Male,Male,25,45,0,0,Chatham,Georgia,1980,June,2,Acquaintance,Shotgun,Murder or Manslaughter,Yes
6798,Male,Female,32,23,0,0,Chatham,Georgia,1980,July,1,Boyfriend,Handgun,Murder or Manslaughter,Yes
6799,Male,Male,53,39,0,0,Chatham,Georgia,1980,July,2,Acquaintance,Knife,Murder or Manslaughter,Yes
6800,Male,Male,37,29,0,0,Chatham,Georgia,1980,July,3,Acquaintance,Handgun,Murder or Manslaughter,Yes
6801,Male,Male,37,49,0,0,Chatham,Georgia,1980,July,4,Acquaintance,Knife,Murder or Manslaughter,Yes
6802,Male,Unknown,60,0,0,1,Chatham,Georgia,1980,August,1,Unknown,Strangulation,Murder or Manslaughter,No
6803,Male,Male,22,24,0,0,Chatham,Georgia,1980,August,2,Acquaintance,Handgun,Murder or Manslaughter,Yes
6804,Male,Male,38,30,0,0,Chatham,Georgia,1980,August,3,Acquaintance,Shotgun,Murder or Manslaughter,Yes
6805,Male,Unknown,23,0,0,1,Chatham,Georgia,1980,September,1,Unknown,Handgun,Murder or Manslaughter,No
6806,Male,Male,21,28,0,0,Chatham,Georgia,1980,September,2,Acquaintance,Handgun,Murder or Manslaughter,Yes
6807,Male,Unknown,72,0,0,0,Chatham,Georgia,1980,October,1,Unknown,Strangulation,Murder or Manslaughter,No
6808,Male,Male,27,37,0,0,Chattooga,Georgia,1980,December,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6809,Male,Male,21,38,0,0,Cherokee,Georgia,1980,June,1,Friend,Knife,Murder or Manslaughter,Yes
6810,Female,Female,19,27,0,0,Clarke,Georgia,1980,February,1,Acquaintance,Knife,Murder or Manslaughter,Yes
6811,Male,Male,18,17,0,0,Clayton,Georgia,1980,April,1,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
6812,Female,Unknown,29,0,0,0,Clayton,Georgia,1980,August,1,Unknown,Strangulation,Murder or Manslaughter,No
6813,Male,Female,24,23,0,0,Clayton,Georgia,1980,December,1,Husband,Handgun,Murder or Manslaughter,Yes
6814,Male,Male,17,56,0,0,Clayton,Georgia,1980,August,1,Neighbor,Rifle,Murder or Manslaughter,Yes
6815,Male,Unknown,56,0,0,0,Clayton,Georgia,1980,November,1,Unknown,Blunt Object,Murder or Manslaughter,No
6816,Female,Male,49,27,1,0,Clinch,Georgia,1980,February,1,Wife,Handgun,Murder or Manslaughter,Yes
6817,Female,Male,19,27,1,0,Clinch,Georgia,1980,February,1,Wife,Handgun,Murder or Manslaughter,Yes
6818,Female,Female,26,22,0,0,Clinch,Georgia,1980,December,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
6819,Male,Male,44,19,0,0,Cobb,Georgia,1980,January,1,Stranger,Knife,Murder or Manslaughter,Yes
6820,Female,Male,7,14,0,0,Cobb,Georgia,1980,April,1,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
6821,Male,Male,57,18,0,0,Cobb,Georgia,1980,May,1,Father,Blunt Object,Murder or Manslaughter,Yes
6822,Male,Male,51,46,0,0,Cobb,Georgia,1980,June,1,Acquaintance,Knife,Murder or Manslaughter,Yes
6823,Male,Male,32,18,0,0,Cobb,Georgia,1980,June,2,Stranger,Rifle,Murder or Manslaughter,Yes
6824,Male,Unknown,39,0,0,0,Cobb,Georgia,1980,October,1,Unknown,Handgun,Murder or Manslaughter,No
6825,Female,Male,39,36,0,0,Cobb,Georgia,1980,August,1,Girlfriend,Handgun,Murder or Manslaughter,Yes
